Name,Type,City,County,State,FAA Region,Site No.,Control Tower,Facility Use,Owner Type,Latitude,Longitude
MIDLAND,AIRPORT,ANTIOCH,LAKE,IL,AGL,04377.1*A,N,PR,PR,42.4889055556,-88.1742527778
HEDGE HOP FIELD,AIRPORT,SPRINGVILLE,CATTARAUGUS,NY,AEA,16242.*A,N,PR,PR,42.4889511111,-78.6347472222
PROVIDENCE HOSPITAL,HELIPORT,NOVI,OAKLAND,MI,AGL,10166.54*H,N,PR,PR,42.4891666667,-83.5219444444
GLEN OAKS,HELIPORT,NOVI,OAKLAND,MI,AGL,10166.53*H,N,PR,PR,42.4900341667,-83.4652130556
MANCHESTER MUNI,AIRPORT,MANCHESTER,DELAWARE,IA,ACE,06132.11*A,N,PU,PU,42.4903055556,-91.4978333333
ITHACA TOMPKINS RGNL,AIRPORT,ITHACA,TOMPKINS,NY,AEA,15488.*A,Y,PU,PU,42.4913611111,-76.4587222222
FLYING Z RANCH,AIRPORT,DURAND,WINNEBAGO,IL,AGL,04594.03*A,N,PR,PR,42.4916666667,-89.3569444444
MERCY HEALTH CENTER,HELIPORT,DUBUQUE,DUBUQUE,IA,ACE,05956.13*H,N,PR,PR,42.4916697222,-90.6729052778
MILLER,AIRPORT,SOUTH BELOIT,WINNEBAGO,IL,AGL,05001.3*A,N,PR,PR,42.4916811111,-89.0959438889
D C HELICOPTERS,HELIPORT,COHOCTON,STEUBEN,NY,AEA,15062.22*H,N,PR,PR,42.4917352778,-77.5077655556
TRINITY RGNL MEDICAL CENTER,HELIPORT,FORT DODGE,WEBSTER,IA,ACE,05999.01*H,N,PR,PR,42.4924694444,-94.1919058333
KEECH,AIRPORT,ETNA,TOMPKINS,NY,AEA,15228.*A,N,PR,PR,42.4928500000,-76.3868805556
CHAUTAUQUA COUNTY/DUNKIRK,AIRPORT,DUNKIRK,CHAUTAUQUA,NY,AEA,15157.*A,N,PU,PU,42.4933352778,-79.2720416667
DIGITAL (BOX 2),HELIPORT,BOXBOROUGH,MIDDLESEX,MA,ANE,08786.02*H,N,PR,PR,42.4934252778,-71.5436766667
EATON RAPIDS MEDICAL CENTER,HELIPORT,EATON RAPIDS,EATON,MI,AGL,09780.13*H,N,PR,PR,42.4955916667,-84.6585888889
MARIAN HEALTH CENTER NR 2,HELIPORT,SIOUX CITY,WOODBURY,IA,ACE,06341.03*H,N,PR,PR,42.4958275000,-96.4016955556
FINLEY HOSPITAL,HELIPORT,DUBUQUE,DUBUQUE,IA,ACE,05956.15*H,N,PR,PR,42.4958361111,-90.6848494444
DYERSVILLE AREA,AIRPORT,DYERSVILLE,DUBUQUE,IA,ACE,05960.*A,N,PU,PR,42.4961052778,-91.1798588889
MITEK,AIRPORT,WINSLOW,STEPHENSON,IL,AGL,05066.*A,N,PR,PR,42.4972313889,-89.7917872222
BELOIT,AIRPORT,BELOIT,ROCK,WI,AGL,27043.51*A,N,PU,PR,42.4977777778,-88.9676111111
DIGITAL (BOXBORO),HELIPORT,BOXBOROUGH,MIDDLESEX,MA,ANE,08786.01*H,N,PR,PR,42.4987036111,-71.4775636111
ANDERSON,AIRPORT,DUBUQUE,ADAIR,IA,ACE,05956.11*A,N,PR,PR,42.5022222222,-90.8431833333
OAKLAND SOUTHWEST,AIRPORT,NEW HUDSON,OAKLAND,MI,AGL,10157.*A,N,PU,PU,42.5031169444,-83.6237166667
LLEIA KYLE O'MEARA,HELIPORT,WESTMINSTER,WORCESTER,MA,ANE,09398.31*H,N,PR,PR,42.5031455556,-71.9084080556
EAST OREGON CATTLE CO,AIRPORT,EAGLE POINT,JACKSON,OR,ANM,19426.11*A,N,PR,PR,42.5034580556,-122.8547644444
GOWANDA,AIRPORT,GOWANDA,ERIE,NY,AEA,15320.1*A,N,PU,PR,42.5039497222,-78.9505900000
LONG HILL,HELIPORT,LEOMINSTER,WORCESTER,MA,ANE,09017.11*H,N,PR,PR,42.5048127778,-71.7784052778
KENDALLS LNDG AREA,AIRPORT,WINDSOR,BERKSHIRE,MA,ANE,09453.*A,N,PR,PR,42.5056405556,-73.0598222222
TURTLE,AIRPORT,BELOIT,ROCK,WI,AGL,27043.5*A,N,PR,PR,42.5069600000,-88.9148297222
BERTRAND CHAFFEE HOSPITAL,HELIPORT,SPRINGVILLE,ERIE,NY,AEA,16242.01*H,N,PR,PR,42.5083950000,-78.6580811111
COMPAQ WOBURN,HELIPORT,WOBURN,MIDDLESEX,MA,ANE,09459.*H,N,PR,PR,42.5098166667,-71.1364430556
GRANTS PASS,AIRPORT,GRANTS PASS,JOSEPHINE,OR,ANM,19457.1*A,N,PU,PU,42.5101172222,-123.3879894444
FIREFLY RANCH AIRFIELD,AIRPORT,WHITE CITY,JACKSON,OR,ANM,19636.72*A,N,PR,PR,42.5112333333,-122.9242111111
CISZAK,AIRPORT,SPRINGVILLE,ERIE,NY,AEA,16242.1*A,N,PR,PR,42.5125613889,-78.7353058333
WAXWING,AIRPORT,RENSSELAERVILLE,ALBANY,NY,AEA,16012.5*A,N,PR,PR,42.5125777778,-74.1148566667
EXPRESS,HELIPORT,FARMINGTON HILLS,OAKLAND,MI,AGL,09796.6*H,N,PR,PR,42.5138888889,-83.3577777778
KAMIKAZE RUN,HELIPORT,NOVI,OAKLAND,MI,AGL,10166.52*H,N,PR,PR,42.5139225000,-83.4893808333
WESTOSHA,AIRPORT,WILMOT,KENOSHA,WI,AGL,27709.71*A,N,PU,PR,42.5141388889,-88.2051666667
MARIAN HEALTH CENTER NR 3,HELIPORT,SIOUX CITY,WOODBURY,IA,ACE,06341.04*H,N,PR,PR,42.5141605556,-96.3975288889
FREVERT AIRSTRIP,AIRPORT,WAUSA,KNOX,NE,ACE,12968.7*A,N,PR,PR,42.5141691667,-97.5808963889
WILLIAM BEAUMONT HOSPITAL,HELIPORT,ROYAL OAK,OAKLAND,MI,AGL,10288.5*H,N,PR,PR,42.5150750000,-83.1941777778
ISLEY FIELD,AIRPORT,CEDAR FALLS,BLACK HAWK,IA,ACE,05881.21*A,N,PR,PR,42.5158055556,-92.5198111111
BARTEN,AIRPORT,SHARON,WALWORTH,WI,AGL,27561.1*A,N,PR,PR,42.5175161111,-88.7453819444
VINCENT,AIRPORT,GENOA CITY,KENOSHA,WI,AGL,27214.36*A,N,PU,PR,42.5183513889,-88.3003700000
SAINT LUKE'S MEDICAL CENTER,HELIPORT,SIOUX CITY,WOODBURY,IA,ACE,06341.05*H,N,PR,PR,42.5197222222,-96.4061111111
THOMAS MEMORIAL,AIRPORT,GLENDO,PLATTE,WY,ANM,27793.5*A,N,PU,PU,42.5200277778,-105.0200277778
BIG FOOT FARMS,HELIPORT,WALWORTH,WALWORTH,WI,AGL,27645.11*H,N,PR,PR,42.5208500000,-88.5767666667
WINFIELD,AIRPORT,BRISTOL,KENOSHA,WI,AGL,27061.*A,N,PR,PR,42.5222413889,-88.0278597222
WESTERLO,AIRPORT,WESTERLO,ALBANY,NY,AEA,16404.*A,N,PR,PR,42.5223005556,-74.0287425000
DUTCH GAP AIRSTRIP,AIRPORT,BRISTOL,KENOSHA,WI,AGL,27061.011*A,N,PR,PR,42.5233525000,-88.0167480556
RIGDON PRIVATE,AIRPORT,HAZEL GREEN,GRANT,WI,AGL,27255.*A,N,PR,PR,42.5241686111,-90.5909608333
ELLSWORTH MUNI HOSPITAL,HELIPORT,IOWA FALLS,HARDIN,IA,ACE,06074.02*H,N,PR,PR,42.5247019444,-93.2424250000
ONEONTA MUNI,AIRPORT,ONEONTA,OTSEGO,NY,AEA,15866.11*A,N,PU,PU,42.5247777778,-75.0644722222
BIG FOOT AIRFIELD,AIRPORT,WALWORTH,WALWORTH,WI,AGL,27645.1*A,N,PU,PR,42.5256666667,-88.6529722222
ALLEN MEMORIAL HOSPITAL,HELIPORT,WATERLOO,BLACK HAWK,IA,ACE,06403.2*H,N,PR,PR,42.5269300000,-92.3396288889
T & M COMPANIES,HELIPORT,WIXOM,OAKLAND,MI,AGL,10449.01*H,N,PR,PR,42.5269775000,-83.5754941667
SHIRLEY,AIRPORT,SHIRLEY,MIDDLESEX,MA,ANE,09260.*A,N,PR,PR,42.5270277778,-71.6645277778
GIBRALTAR,HELIPORT,HAMBURG,ERIE,NY,AEA,15353.12*H,N,PR,PR,42.5283941667,-78.9072555556
PADGHAM FIELD,AIRPORT,ALLEGAN,ALLEGAN,MI,AGL,09509.*A,N,PU,PU,42.5304676389,-85.8237484444
CAMP LAKE,AIRPORT,CAMP LAKE,KENOSHA,WI,AGL,27086.7*A,N,PU,PR,42.5333519444,-88.1584202778
CRIPPEN FIELD,AIRPORT,CHARLOTTE,EATON,MI,AGL,09657.01*A,N,PR,PR,42.5342036111,-84.8013750000
RAPIDS AIRWAY,AIRPORT,EATON RAPIDS,EATON,MI,AGL,09780.*A,N,PR,PR,42.5344811111,-84.6283130556
BRISTOL,AIRPORT,BRISTOL,KENOSHA,WI,AGL,27061.1*A,N,PR,PR,42.5366861111,-88.0039700000
SNIDER CREEK,AIRPORT,MEDFORD,JACKSON,OR,ANM,19513.*A,N,PR,PR,42.5390127778,-122.9229483333
BEAGLE SKY RANCH,AIRPORT,MEDFORD,JACKSON,OR,ANM,19513.1*A,N,PR,PR,42.5390130556,-122.9039341667
GRAHAM FIELD,AIRPORT,NORTH SIOUX CITY,UNION,SD,AGL,22750.5*A,N,PU,PR,42.5402722222,-96.4850305556
HEALTHALLIANCE HOSPITAL-LEOMINSTER,HELIPORT,LEOMINSTER,WORCESTER,MA,ANE,09017.1*H,N,PR,PR,42.5409236111,-71.7628497222
METRO-SWIFT,HELIPORT,PEABODY,BARNSTABLE,MA,ANE,09194.6*H,N,PR,PR,42.5412500000,-70.9275944444
BURLEY MUNI,AIRPORT,BURLEY,CASSIA,ID,ANM,04158.*A,N,PU,PU,42.5426111111,-113.7715277778
OAKLAND/TROY,AIRPORT,TROY,OAKLAND,MI,AGL,10382.2*A,N,PU,PU,42.5429444444,-83.1778888889
SHETLER'S,HELIPORT,TWIN FALLS,TWIN FALLS,ID,ANM,04345.03*H,N,PR,PR,42.5432500000,-114.5454000000
DIESEL DOGS,SEAPLANE BASE,GARDNER,WORCESTER,MA,ANE,08929.01*C,N,PR,PR,42.5434225000,-71.9684100000
GRANT PAD,HELIPORT,FRASER,MACOMB,MI,AGL,09826.01*H,N,PR,PR,42.5444794444,-82.9315866667
CLOUD NINE WEST,AIRPORT,WEBBERVILLE,LIVINGSTON,MI,AGL,10435.*A,N,PR,PR,42.5461111111,-84.1277777778
ACKLEY MUNI,AIRPORT,ACKLEY,HARDIN,IA,ACE,05805.*A,N,PU,PR,42.5474444444,-93.0334166667
BELOIT MEMORIAL HOSPITAL,HELIPORT,BELOIT,ROCK,WI,AGL,27043.53*H,N,PR,PR,42.5485555556,-89.0068888889
GREENLAWN FARM,AIRPORT,DUNDEE,YATES,NY,AEA,15152.2*A,N,PR,PR,42.5486819444,-76.9580188889
COMPAQ LITTLETON,HELIPORT,LITTLETON,MIDDLESEX,MA,ANE,09027.*H,N,PR,PR,42.5492583333,-71.4725638889
GARDNER MUNI,AIRPORT,GARDNER,WORCESTER,MA,ANE,08929.*A,N,PU,PU,42.5498663889,-72.0160219444
READING,AIRPORT,FENNVILLE,ALLEGAN,MI,AGL,09798.3*A,N,PR,PR,42.5500269444,-86.2167008333
CLOUD NINE EAST,AIRPORT,PARKERS CORNERS,LIVINGSTON,MI,AGL,10204.9*A,N,PR,PR,42.5511444444,-84.0982888889
FORT DODGE RGNL,AIRPORT,FORT DODGE,WEBSTER,IA,ACE,05999.*A,N,PU,PU,42.5511944444,-94.1918333333
DON KICHOTE,AIRPORT,MORRIS,OTSEGO,NY,AEA,15720.*A,N,PR,PR,42.5527777778,-75.1911111111
FITCHBURG MUNI,AIRPORT,FITCHBURG,WORCESTER,MA,ANE,08916.*A,N,PU,PU,42.5541111111,-71.7589722222
DIGITAL,HELIPORT,WESTMINSTER,WORCESTER,MA,ANE,09398.3*H,N,PR,PR,42.5550888889,-71.9256311111
SPRINGBROOK,AIRPORT,ROGUE RIVER,JACKSON,OR,ANM,19587.01*A,N,PR,PR,42.5551194444,-123.2045000000
IOWA ARMY NATL GUARD,HELIPORT,WATERLOO,BLACK HAWK,IA,ACE,06403.22*H,N,PR,MR,42.5560952778,-92.3999077778
MARBLETON BIG PINEY CLINIC,HELIPORT,BIG PINEY,SUBLETTE,WY,ANM,27741.01*H,N,PR,PU,42.5568863889,-110.1096027778
SHULLSBURG,AIRPORT,SHULLSBURG,LAFAYETTE,WI,AGL,27574.*A,N,PR,PR,42.5569469444,-90.2276263889
WATERLOO RGNL,AIRPORT,WATERLOO,BLACK HAWK,IA,ACE,06402.*A,Y,PU,PU,42.5570833333,-92.4003333333
IDLEWIDE,HELIPORT,BEVERLY,ESSEX,MA,ANE,08762.02*H,N,PR,PR,42.5579722222,-70.8125555556
CROSS' FARM,AIRPORT,DELMAR,ALBANY,NY,AEA,15132.2*A,N,PR,PR,42.5595247222,-73.7720661111
SEAGATE,HELIPORT,MANCHESTER,ESSEX,MA,ANE,09051.*H,N,PR,PR,42.5598166667,-70.7722694444
SOUTH ALBANY,AIRPORT,SOUTH BETHLEHEM,ALBANY,NY,AEA,16205.5*A,N,PU,PR,42.5607222222,-73.8339444444
STUART-ATKINSON MUNI,AIRPORT,ATKINSON,HOLT,NE,ACE,12614.11*A,N,PU,PU,42.5626660000,-99.0386080833
WESTFORD REGENCY,HELIPORT,WESTFORD,MIDDLESEX,MA,ANE,09398.2*H,N,PR,PR,42.5631472222,-71.4314516667
ST CATHERINE'S HOSPITAL,HELIPORT,PLEASANT PRAIRIE,KENOSHA,WI,AGL,27491.*H,N,PR,PR,42.5636111111,-87.9236111111
RAETHER,AIRPORT,HOWELL,LIVINGSTON,MI,AGL,09943.1*A,N,PU,PR,42.5651944444,-83.8562916667
MASON JEWETT FIELD,AIRPORT,MASON,INGHAM,MI,AGL,10073.*A,N,PU,PU,42.5657777778,-84.4231944444
BEVERLY HOSPITAL,HELIPORT,BEVERLY,ESSEX,MA,ANE,08762.01*H,N,PR,PR,42.5662058333,-70.8775491667
LT WARREN EATON,AIRPORT,NORWICH,CHENANGO,NY,AEA,15836.*A,N,PU,PU,42.5665541667,-75.5241116667
BASHER FIELD,AIRPORT,SARDINIA,ERIE,NY,AEA,16104.*A,N,PR,PR,42.5667283333,-78.5561336111
ARCADE TRI-COUNTY,AIRPORT,ARCADE,WYOMING,NY,AEA,14816.*A,N,PU,PR,42.5667286111,-78.4261294444
SCANLON,HELIPORT,COEUR D'ALENE,KOOTENAI,ID,ANM,04176.19*H,N,PR,PR,42.5674083333,-117.4950527778
BRIGHTON,AIRPORT,BRIGHTON,LIVINGSTON,MI,AGL,09605.*A,N,PU,PR,42.5698138889,-83.7785277778
ORANGE MUNI,AIRPORT,ORANGE,FRANKLIN,MA,ANE,09187.*A,N,PU,PU,42.5699990278,-72.2884966111
KENOSHA COUNTY,HELIPORT,KENOSHA,KENOSHA,WI,AGL,27286.13*H,N,PR,PR,42.5702416667,-88.0456111111
AURORA MEDICAL CENTER KENOSHA,HELIPORT,KENOSHA,KENOSHA,WI,AGL,27286.12*H,N,PR,PR,42.5705555556,-87.9361111111
DANSVILLE MUNI,AIRPORT,DANSVILLE,LIVINGSTON,NY,AEA,15125.*A,N,PU,PU,42.5708997222,-77.7130508333
ROCK COUNTY,AIRPORT,BASSETT,ROCK,NE,ACE,12623.9*A,N,PU,PU,42.5711388889,-99.5695277778
LAKE GENEVA AIRE ESTATES,AIRPORT,LAKE GENEVA,WALWORTH,WI,AGL,27316.22*A,N,PR,PR,42.5722394444,-88.3673166667
MC PHAIL,HELIPORT,ORCHARD LAKE,OAKLAND,MI,AGL,10186.5*H,N,PR,PR,42.5722550000,-83.3943802778
ADAMS,HELIPORT,ORCHARD LAKE,OAKLAND,MI,AGL,10186.52*H,N,PR,PR,42.5722552778,-83.3910466667
FITCH H BEACH,AIRPORT,CHARLOTTE,EATON,MI,AGL,09657.*A,N,PU,PU,42.5745086111,-84.8114313889
HAZELTON MUNI,AIRPORT,HAZELTON,JEROME,ID,ANM,04207.*A,N,PU,PU,42.5762222222,-114.1360000000
CROWHURST,HELIPORT,MANCHESTER-BY-THE SEA,ESSEX,MA,ANE,09051.2*H,N,PR,PR,42.5763361111,-70.7388527778
KNOX LANDING,AIRPORT,SARDINIA,ERIE,NY,AEA,16104.2*A,N,PR,PR,42.5763888889,-78.5566666667
NASHOBA VALLEY MEDICAL CENTER,HELIPORT,AYER,MIDDLESEX,MA,ANE,08740.1*H,N,PR,PR,42.5764794444,-71.5739558333
ROME STATE,AIRPORT,ROME,MALHEUR,OR,ANM,19588.*A,N,PU,PU,42.5776600000,-117.8854300000
CHILCOTT FARMS,AIRPORT,PADDOCK LAKE,KENOSHA,WI,AGL,27474.*A,N,PR,PR,42.5777966667,-88.0153597222
HIGH ACRES,AIRPORT,SARDINIA,ERIE,NY,AEA,16104.1*A,N,PR,PR,42.5783950000,-78.5200213889
KENOSHA HOSPITAL AND MEDICAL CENTER,HELIPORT,KENOSHA,KENOSHA,WI,AGL,27286.11*H,N,PR,PR,42.5786313889,-87.8195183333
WEND VALLEY,AIRPORT,CHARLOTTE,EATON,MI,AGL,09657.02*A,N,PU,PR,42.5792030556,-84.9083236111
AINSWORTH RGNL,AIRPORT,AINSWORTH,BROWN,NE,ACE,12591.*A,N,PU,PU,42.5792276111,-99.9929673889
BLOOMFIELD MUNI,AIRPORT,BLOOMFIELD,KNOX,NE,ACE,12648.*A,N,PU,PU,42.5797244444,-97.6736752778
FITCHBURG PAPER COMPANY,HELIPORT,FITCHBURG,WORCESTER,MA,ANE,08916.1*H,N,PR,PR,42.5798113889,-71.8286850000
ALEXANDER FARM,AIRPORT,EAST SCHODACK,RENSSELAER,NY,AEA,15178.15*A,N,PR,PR,42.5806358333,-73.6162272222
CHILOQUIN STATE,AIRPORT,CHILOQUIN,KLAMATH,OR,ANM,19403.*A,N,PU,PU,42.5831916667,-121.8761261111
SKYWAY ESTATES,AIRPORT,EATON RAPIDS,EATON,MI,AGL,09780.11*A,N,PU,PR,42.5836475000,-84.6513700000
BEVERLY MUNI,AIRPORT,BEVERLY,ESSEX,MA,ANE,08762.*A,Y,PU,PU,42.5841410278,-70.9161444167
MILEY MEMORIAL FIELD,AIRPORT,BIG PINEY,SUBLETTE,WY,ANM,27741.*A,N,PU,PU,42.5850697222,-110.1111530556
EAST ARCADE,AIRPORT,ARCADE,WYOMING,NY,AEA,14816.11*A,N,PR,PR,42.5856175000,-78.3491825000
SLIGARS LANDING,HELIPORT,KIMBERLY,TWIN FALLS,ID,ANM,04226.9*H,N,PR,PR,42.5858333333,-114.3569444444
WAGONHOUND,AIRPORT,DOUGLAS,CONVERSE,WY,ANM,27772.3*A,N,PR,PR,42.5866666667,-105.5383333333
SMILIN' SAM'S,AIRPORT,DELAVAN,WALWORTH,WI,AGL,27134.01*A,N,PR,PR,42.5872375000,-88.6581583333
FAIRBANKS AIRFIELD,AIRPORT,EDEN,JEROME,ID,ANM,04187.4*A,N,PR,PR,42.5877777778,-114.3341666667
HARSENS ISLAND,AIRPORT,HARSENS ISLAND,ST CLAIR,MI,AGL,09898.5*A,N,PU,PR,42.5894166667,-82.5756666667
MELIN FARMS,AIRPORT,CLINTON,ROCK,WI,AGL,27114.*A,N,PR,PR,42.5901388889,-88.8745555556
ST. LUKE'S MAGIC VALLEY,HELIPORT,TWIN FALLS,TWIN FALLS,ID,ANM,04345.04*H,N,PR,PR,42.5908333333,-114.4961111111
MUMM FIELD,AIRPORT,ORFORDVILLE,ROCK,WI,AGL,27464.61*A,N,PR,PR,42.5913988889,-89.2406700000
BUHL MUNI,AIRPORT,BUHL,TWIN FALLS,ID,ANM,04155.1*A,N,PU,PU,42.5915713889,-114.7967177778
TURNERS FALLS,AIRPORT,MONTAGUE,FRANKLIN,MA,ANE,09090.*A,N,PU,PU,42.5916111111,-72.5230000000
BRODHEAD,AIRPORT,BRODHEAD,GREEN,WI,AGL,27065.*A,N,PU,PR,42.5916763889,-89.3751163889
HARSENS ISLAND,HELIPORT,HARSENS ISLAND,ST CLAIR,MI,AGL,09898.6*H,N,PU,PR,42.5922277778,-82.5719500000
CORTLAND COUNTY-CHASE FIELD,AIRPORT,CORTLAND,CORTLAND,NY,AEA,15107.*A,N,PU,PU,42.5926452778,-76.2148825000
HURON VALLEY SINAI HOSPITAL,HELIPORT,COMMERCE,OAKLAND,MI,AGL,09691.*H,N,PR,PR,42.5933055556,-83.4999444444
BETHLEHEM ENERGY CENTER,HELIPORT,GLENMONT,ALBANY,NY,AEA,15309.7*H,N,PR,PR,42.5948611111,-73.7662500000
KENOSHA RGNL,AIRPORT,KENOSHA,KENOSHA,WI,AGL,27286.1*A,Y,PU,PU,42.5956944444,-87.9278055556
KEYSA,AIRPORT,BLISS,WYOMING,NY,AEA,14908.*A,N,PR,PR,42.5967283333,-78.3402936111
STORM LAKE MUNI,AIRPORT,STORM LAKE,BUENA VISTA,IA,ACE,06357.*A,N,PU,PU,42.5972222222,-95.2406666667
FERNCROFT VILLAGE,HELIPORT,MIDDLETON,ESSEX,MA,ANE,09084.2*H,N,PR,PR,42.5973161111,-70.9703297222
DIGGER DOUGS,AIRPORT,SALEM,KENOSHA,WI,AGL,27551.*A,N,PR,PR,42.5975000000,-88.1463888889
TEW MAC,HELIPORT,TEWKSBURY,MIDDLESEX,MA,ANE,09340.03*H,N,PR,PR,42.5975000000,-71.2050000000
TTT AIR,AIRPORT,NORTH COLLINS,ERIE,NY,AEA,15817.*A,N,PR,PR,42.5977777778,-78.9688888889
MUCKY FLAT,AIRPORT,EAGLE POINT,JACKSON,OR,ANM,19426.1*A,N,PR,PR,42.5979038889,-122.7125394444
SAWYER FIELD,AIRPORT,MASON,INGHAM,MI,AGL,10073.11*A,N,PR,PR,42.6000358333,-84.4499736111
CASS,HELIPORT,WEST BLOOMFIELD,OAKLAND,MI,AGL,10438.*H,N,PR,PR,42.6010333333,-83.3941666667
EICHMEIER FIELD,AIRPORT,MASON,INGHAM,MI,AGL,10073.1*A,N,PR,PR,42.6022577778,-84.4263619444
MCKENZIE'S LANDING,AIRPORT,HOWELL,LIVINGSTON,MI,AGL,09943.02*A,N,PR,PR,42.6030555556,-83.8597222222
HARTINGTON MUNI/ BUD BECKER FLD,AIRPORT,HARTINGTON,CEDAR,NE,ACE,12752.4*A,N,PU,PU,42.6030833333,-97.2535000000
AERONUT PARK,BALLOONPORT,HOWELL,LIVINGSTON,MI,AGL,09943.03*B,N,PU,PR,42.6041666667,-83.8586111111
SHADY COVE AIRPARK,AIRPORT,SHADY COVE,JACKSON,OR,ANM,19603.3*A,N,PR,PR,42.6081802778,-122.8261550000
LAVA HOT SPRINGS,AIRPORT,LAVA HOT SPRINGS,BANNOCK,ID,ANM,04230.9*A,N,PR,PR,42.6082511111,-112.0324605556
SIMPSON,AIRPORT,GRACE,CARIBOU,ID,ANM,04202.1*A,N,PR,PR,42.6082533333,-111.7285619444
SELFRIDGE ANGB,AIRPORT,MOUNT CLEMENS,MACOMB,MI,AGL,10115.*A,Y,PR,MA,42.6083333333,-82.8355000000
JOHNSTON FIELD,HELIPORT,HOWELL,LIVINGSTON,MI,AGL,09943.04*H,N,PR,PR,42.6091666667,-83.8138888889
WANG,HELIPORT,LOWELL,MIDDLESEX,MA,ANE,09036.1*H,N,PR,PR,42.6092583333,-71.3217269444
U S C G,HELIPORT,GLOUCESTER,ESSEX,MA,ANE,08932.*H,N,PR,PU,42.6100952778,-70.6600441667
WALNUT WASH,AIRPORT,ORFORDVILLE,ROCK,WI,AGL,27464.62*A,N,PR,PR,42.6104263889,-89.2760875000
GENTZKE AERONAUTICAL PARK,AIRPORT,HOLLAND,ERIE,NY,AEA,15423.5*A,N,PR,PR,42.6106166667,-78.5955794444
HELDEBERG AIRSTRIP,AIRPORT,EAST BERNE,ALBANY,NY,AEA,15162.7*A,N,PR,PR,42.6111883333,-74.0648522222
HAIGH,AIRPORT,HOWELL,LIVINGSTON,MI,AGL,09943.01*A,N,PR,PR,42.6125319444,-83.8541150000
MONROE MUNI,AIRPORT,MONROE,GREEN,WI,AGL,27400.1*A,N,PU,PU,42.6149006944,-89.5904033889
GRAND GENEVA RESORT,AIRPORT,LAKE GENEVA,WALWORTH,WI,AGL,27316.12*A,N,PU,PR,42.6149166667,-88.3895833333
SUDBECK FIELD,AIRPORT,HARTINGTON,CEDAR,NE,ACE,12752.41*A,N,PR,PR,42.6152780556,-97.4103369444
AVCO/LOWELL,HELIPORT,LOWELL,MIDDLESEX,MA,ANE,09036.*H,N,PR,PR,42.6153694444,-71.3208936111
CASS LAKE-COVE ISLAND,SEAPLANE BASE,PONTIAC,OAKLAND,MI,AGL,10231.*C,N,PR,PR,42.6161436111,-83.3560475000
NY STATE POLICE - TROOP T,HELIPORT,ALBANY,ALBANY,NY,AEA,14789.2*H,N,PR,PU,42.6167461111,-73.7828991667
OMNIFLIGHT HELICOPTERS,HELIPORT,JANESVILLE,ROCK,WI,AGL,27271.4*H,N,PR,PR,42.6200119444,-89.0278883333
SOUTHERN WISCONSIN RGNL,AIRPORT,JANESVILLE,ROCK,WI,AGL,27272.*A,Y,PU,PU,42.6202500000,-89.0415555556
HUGHES,AIRPORT,MONROE,GREEN,WI,AGL,27400.12*A,N,PR,PR,42.6208388889,-89.7673444444
MINIDOKA MEMORIAL HOSPITAL,HELIPORT,RUPERT,MINIDOKA,ID,ANM,04310.01*H,N,PR,PU,42.6210197222,-113.6861241667
SADLER HILL,HELIPORT,GLOUCESTER,ESSEX,MA,ANE,08932.03*H,N,PR,PR,42.6223175000,-70.6522663889
BLUEBIRD,AIRPORT,JANESVILLE,BLACK HAWK,IA,ACE,06074.6*A,N,PR,PR,42.6230377778,-92.5012983333
DEVON GLEN,HELIPORT,HAMILTON,ESSEX,MA,ANE,08954.*H,N,PR,PR,42.6234277778,-70.8661611111
COMPAQ ANDOVER,HELIPORT,ANDOVER,ESSEX,MA,ANE,08723.01*H,N,PR,PR,42.6250922222,-71.1800694444
NUGENT,HELIPORT,GLOUCESTER,ESSEX,MA,ANE,08932.01*H,N,PR,PR,42.6278730556,-70.6378213889
POND ROAD,HELIPORT,GLOUCESTER,ESSEX,MA,ANE,08932.02*H,N,PR,PR,42.6284286111,-70.6433808333
KNAPP,AIRPORT,SCHENEVUS,OTSEGO,NY,AEA,16120.*A,N,PR,PR,42.6291611111,-74.8208305556
PONDEROSA,HELIPORT,HIGHLAND,LIVINGSTON,MI,AGL,09918.81*H,N,PU,PR,42.6291666667,-83.6830833333
COOPERSTOWN-WESTVILLE,AIRPORT,COOPERSTOWN,OTSEGO,NY,AEA,15087.*A,N,PU,PR,42.6292425000,-74.8909877778
LIVINGSTON COUNTY SPENCER J. HARDY,AIRPORT,HOWELL,LIVINGSTON,MI,AGL,09943.*A,N,PU,PU,42.6294277778,-83.9821930556
AMES,HELIPORT,HAMILTON,ESSEX,MA,ANE,08954.01*H,N,PR,PR,42.6315305556,-70.8650750000
LAW FIELD,AIRPORT,VERMONTVILLE,EATON,MI,AGL,10403.3*A,N,PR,PR,42.6339244444,-84.9858272222
LAKE LAWN,AIRPORT,DELAVAN,WALWORTH,WI,AGL,27134.*A,N,PU,PR,42.6341261111,-88.6011291667
POOLE'S,HELIPORT,ROCKPORT,ESSEX,MA,ANE,09229.*H,N,PR,PR,42.6362063889,-70.6186544444
TUSCARORA PLATEAU,AIRPORT,TUSCARORA,MONTGOMERY,NY,AEA,16293.*A,N,PR,PR,42.6370080556,-77.8838905556
PENN YAN,AIRPORT,PENN YAN,YATES,NY,AEA,15932.*A,N,PU,PU,42.6370883333,-77.0528577778
