Name,Type,City,County,State,FAA Region,Site No.,Control Tower,Facility Use,Owner Type,Latitude,Longitude
CUSTER MAIN,HELIPORT,BATTLE CREEK,CALHOUN,MI,AGL,09548.02*H,N,PR,PU,42.3316666667,-85.2966666667
HILBERT,AIRPORT,MARENGO,MC HENRY,IL,AGL,04848.15*A,N,PR,PR,42.3322222222,-88.6055555556
IDA GROVE MUNI,AIRPORT,IDA GROVE,IDA,IA,ACE,06065.2*A,N,PU,PU,42.3325977778,-95.4448877778
BOSTON MEDICAL CENTER HOSPITAL,HELIPORT,BOSTON,SUFFOLK,MA,ANE,08778.26*H,N,PR,PR,42.3336111111,-71.0716666667
BERDICK FIELD,AIRPORT,CATTARAUGUS,CATTARAUGUS,NY,AEA,14999.*A,N,PR,PR,42.3339513889,-78.7908655556
CARLSON RLA,AIRPORT,PECATONICA,WINNEBAGO,IL,AGL,04935.03*A,N,PR,PR,42.3352777778,-89.3236111111
WHITEHORSE RANCH,AIRPORT,FIELDS,HARNEY,OR,ANM,19440.*A,N,PR,PR,42.3356391667,-118.2575236111
BRIGHAM & WOMEN'S HOSPITAL,HELIPORT,BOSTON,SUFFOLK,MA,ANE,08778.27*H,N,PR,PR,42.3359305556,-71.1050527778
GRACE'S LANDING,AIRPORT,SOUTH KORTRIGHT,DELAWARE,NY,AEA,16211.*A,N,PR,PR,42.3381380556,-74.7490444444
NW LAKE FOREST HOSPITAL-GRAYSLAKE,HELIPORT,GRAYSLAKE,LAKE,IL,AGL,04703.11*H,N,PR,PR,42.3383333333,-88.0094444444
PROVIDENCE HOSPITAL,HELIPORT,MEDFORD,JACKSON,OR,ANM,19513.21*H,N,PR,PR,42.3387375000,-122.8622611111
HORN MEMORIAL HOSPITAL,HELIPORT,IDA GROVE,IDA,IA,ACE,06065.1*H,N,PR,PR,42.3388758333,-95.4599994444
ROCKENBACH,AIRPORT,ROUND LAKE,LAKE,IL,AGL,04981.11*A,N,PR,PR,42.3389108333,-88.0848027778
MARLBORO,AIRPORT,MARLBORO,MIDDLESEX,MA,ANE,09060.*A,N,PU,PR,42.3431666667,-71.5090000000
B&B FARM,AIRPORT,NEW BRAINTREE,WORCESTER,MA,ANE,09112.6*A,N,PR,PR,42.3461111111,-72.1038888889
OLSON,HELIPORT,PECATONICA,WINNEBAGO,IL,AGL,04935.01*H,N,PR,PR,42.3461286111,-89.2865002778
TILDEN,AIRPORT,MONTOUR FALLS,SCHUYLER,NY,AEA,15716.*A,N,PR,PR,42.3472955556,-76.8788477778
EXECUTIVE,HELIPORT,PLYMOUTH/CANTON,WAYNE,MI,AGL,10228.11*H,N,PR,PR,42.3480555556,-83.4538888889
CANTON-PLYMOUTH-METTETAL,AIRPORT,PLYMOUTH,WAYNE,MI,AGL,10228.*A,N,PU,PU,42.3481534722,-83.4563404167
KLINE KILL,AIRPORT,GHENT,COLUMBIA,NY,AEA,15301.*A,N,PU,PR,42.3500850000,-73.6370630556
GRUNDY CENTER MUNI,AIRPORT,GRUNDY CENTER,GRUNDY,IA,ACE,06028.1*A,N,PU,PU,42.3508163889,-92.8435330556
SUDBURY,AIRPORT,SUDBURY,MIDDLESEX,MA,ANE,09325.2*A,N,PR,PR,42.3509280556,-71.4297836111
SOUTH HAVEN AREA RGNL,AIRPORT,SOUTH HAVEN,VAN BUREN,MI,AGL,10343.*A,N,PU,PU,42.3511944444,-86.2556388889
ADKINS RLA,AIRPORT,HARVARD,MC HENRY,IL,AGL,04727.12*A,N,PR,PR,42.3527977778,-88.6348194444
TOM N' JERRY,AIRPORT,DANBY,TOMPKINS,NY,AEA,15123.5*A,N,PR,PR,42.3547955556,-76.5160527778
OLSON'S,AIRPORT,UNION GROVE,KENOSHA,WI,AGL,27641.2*A,N,PR,PR,42.6569625000,-88.0875850000
ERB ACRES,AIRPORT,ANGELICA,ALLEGANY,NY,AEA,14808.5*A,N,PR,PR,42.3550666667,-78.0352833333
MARLBOROUGH HOSPITAL,HELIPORT,MARLBOROUGH,MIDDLESEX,MA,ANE,09060.3*H,N,PR,PR,42.3562047222,-71.5550652778
TANNER-HILLER,AIRPORT,BARRE/BARRE PLAINS,WORCESTER,MA,ANE,08745.*A,N,PU,PR,42.3563888889,-72.1300833333
HUNTER,AIRPORT,WOODSTOCK,MC HENRY,IL,AGL,05071.2*A,N,PR,PR,42.3566869444,-88.5062050000
DETROIT MEDICAL CENTER,HELIPORT,DETROIT,WAYNE,MI,AGL,09725.04*H,N,PR,PR,42.3569819444,-83.0576991667
VISTA MEDICAL CENTER WEST,HELIPORT,WAUKEGAN,LAKE,IL,AGL,05052.1*H,N,PR,PR,42.3577997222,-87.8656277778
NORDIC,HELIPORT,GURNEE,LAKE,IL,AGL,04718.91*H,N,PR,PR,42.3583333333,-87.8875000000
LIGHT VALLEY TREE FARM,HELIPORT,EAGLE POINT,JACKSON,OR,ANM,19426.12*H,N,PR,PR,42.3592991667,-122.5111394444
WILLIAMS FIELD,AIRPORT,JACKSON,JACKSON,MI,AGL,09977.1*A,N,PR,PR,42.3610694444,-84.4248194444
BOSTON SCIENTIFIC MARLBORO,HELIPORT,MARLBORO,MIDDLESEX,MA,ANE,09060.02*H,N,PR,PR,42.3616666667,-71.5088888889
GENERAL EDWARD LAWRENCE LOGAN INTL,AIRPORT,BOSTON,SUFFOLK,MA,ANE,08778.*A,Y,PU,PU,42.3629722222,-71.0064166667
MARSHALL'S,AIRPORT,HOLDEN,WORCESTER,MA,ANE,08974.1*A,N,PR,PR,42.3634252778,-71.8217386111
MASSACHUSETTS GENERAL HOSPITAL,HELIPORT,BOSTON,SUFFOLK,MA,ANE,08778.05*H,N,PR,PR,42.3636944444,-71.0689444444
FREEHOLD,AIRPORT,FREEHOLD,GREENE,NY,AEA,15268.6*A,N,PU,PR,42.3640000000,-74.0650277778
WILDERNESS,AIRPORT,BLY,KLAMATH,OR,ANM,19373.1*A,N,PR,PR,42.3643183333,-120.9658158333
WBZ,HELIPORT,BOSTON,SUFFOLK,MA,ANE,08778.24*H,N,PR,PR,42.3650969444,-71.1325527778
TRIPLE H,AIRPORT,PARCHMENT,KALAMAZOO,MI,AGL,10204.3*A,N,PU,PR,42.3653163889,-85.5558416667
EARLY - MERKEL FIELD,AIRPORT,PECATONICA,WINNEBAGO,IL,AGL,04935.04*A,N,PR,PR,42.3666666667,-89.2319444444
HEMLOCK RUN,AIRPORT,WATKINS GLEN,ALBANY,NY,AEA,16371.01*A,N,PR,PR,42.3672944444,-76.9310722222
HENRY FORD HOSPITAL,HELIPORT,DETROIT,WAYNE,MI,AGL,09725.05*H,N,PR,PR,42.3675372222,-83.0843669444
BERLIN LNDG AREA,AIRPORT,BERLIN,WORCESTER,MA,ANE,08757.5*A,N,PR,PR,42.3675930556,-71.6417341667
WALTHAM WESTON HOSPITAL & MEDICAL CENTER,HELIPORT,WALTHAM,MIDDLESEX,MA,ANE,09366.01*H,N,PR,PR,42.3675961111,-71.2481113889
MUSEUM OF SCIENCE,HELIPORT,BOSTON,MIDDLESEX,MA,ANE,08778.25*H,N,PR,PR,42.3675972222,-71.0717177778
O'CONNOR FIELD,AIRPORT,PECATONICA,WINNEBAGO,IL,AGL,04935.05*A,N,PR,PR,42.3680555556,-89.3541666667
KAYUTAH LAKE,AIRPORT,ALPINE,SCHUYLER,NY,AEA,14798.*A,N,PR,PR,42.3700733333,-76.7224508333
SOUTH DAYTON,AIRPORT,SOUTH DAYTON,CATTARAUGUS,NY,AEA,16208.*A,N,PR,PR,42.3708938889,-79.0094825000
DUTCH CREEK,SEAPLANE BASE,MC HENRY,MC HENRY,IL,AGL,04837.02*C,N,PR,PR,42.3711322222,-88.2470313889
GRASMERE,AIRPORT,GRASMERE,OWYHEE,ID,ANM,04204.3*A,N,PU,PU,42.3733055556,-115.8794444444
ROGUE VALLEY INTL - MEDFORD,AIRPORT,MEDFORD,JACKSON,OR,ANM,19514.*A,Y,PU,PU,42.3742222222,-122.8735000000
KRAMER,AIRPORT,LENA,STEPHENSON,IL,AGL,04810.63*A,N,PR,PR,42.3750138889,-89.8459541667
SPICKARD-MARSHALL,AIRPORT,ROCKFORD,WINNEBAGO,IL,AGL,04972.4*A,N,PR,PR,42.3750175000,-89.0701077778
BLUEBERRY HILL,AIRPORT,WASHINGTON,BERKSHIRE,MA,ANE,09378.*A,N,PR,PR,42.3750861111,-73.1476033333
JAMES HENION PVT FIELD,AIRPORT,ITHACA,TOMPKINS,NY,AEA,15487.3*A,N,PR,PR,42.3761841667,-76.5324422222
GOODING,AIRPORT,WHITMORE LAKE,WASHTENAW,MI,AGL,10444.1*A,N,PR,PR,42.3764247222,-83.7927200000
FREEPORT/DORNINK,AIRPORT,FREEPORT,STEPHENSON,IL,AGL,04660.02*A,N,PU,PR,42.3777938889,-89.5640050000
CHAMBERS,HELIPORT,SOMERVILLE,MIDDLESEX,MA,ANE,09271.*H,N,PR,PR,42.3784166667,-71.0886666667
VISTA MEDICAL CENTER-EAST,HELIPORT,WAUKEGAN,LAKE,IL,AGL,05052.12*H,N,PR,PR,42.3786327778,-87.8325713889
SAC CITY MUNI,AIRPORT,SAC CITY,SAC,IA,ACE,06304.*A,N,PU,PU,42.3790555556,-94.9796111111
WALKER,AIRPORT,COOPER,KALAMAZOO,MI,AGL,09693.*A,N,PR,PR,42.3805936111,-85.5775097222
DARRINGTON,AIRPORT,ROCKFORD,WINNEBAGO,IL,AGL,04972.3*A,N,PR,PR,42.3819611111,-89.1612208333
HORNELL MUNI,AIRPORT,HORNELL,STEUBEN,NY,AEA,15437.*A,N,PU,PU,42.3821388889,-77.6821111111
ORR,AIRPORT,LAKESIDE,SHERIDAN,NE,ACE,12786.12*A,N,PR,PR,42.3838625000,-102.4388083333
ORR RANCH,AIRPORT,HAY SPRINGS,SHERIDAN,NE,ACE,12759.11*A,N,PR,PR,42.3860788889,-102.5754766667
ROCKWELL CITY MUNI,AIRPORT,ROCKWELL CITY,CALHOUN,IA,ACE,06298.12*A,N,PU,PU,42.3878055556,-94.6186666667
PRECISION CHROME,HELIPORT,FOX LAKE,LAKE,IL,AGL,04654.41*H,N,PR,PR,42.3897430556,-88.1814738889
ALBERT FARMS,AIRPORT,WORTHINGTON,HAMPSHIRE,MA,ANE,09465.*A,N,PR,PR,42.3900869444,-72.9309311111
WONDER,AIRPORT,WONDER,JOSEPHINE,OR,ANM,19639.9*A,N,PR,PR,42.3915033333,-123.5345097222
SEVERSON,AIRPORT,ROCKFORD,WINNEBAGO,IL,AGL,04972.2*A,N,PR,PR,42.3930722222,-89.1306650000
HADLEY,AIRPORT,HADLEY,HAMPSHIRE,MA,ANE,08947.*A,N,PR,PR,42.3931447222,-72.5520322222
ST MARY MERCY HOSPITAL,HELIPORT,LIVONIA,WAYNE,MI,AGL,10026.01*H,N,PR,PR,42.3939722222,-83.4032777778
FEDERAL CENTER,HELIPORT,WALTHAM,MIDDLESEX,MA,ANE,09366.02*H,N,PR,PU,42.3964847222,-71.2161663889
PROSPECT HILL,HELIPORT,WALTHAM,MIDDLESEX,MA,ANE,09366.03*H,N,PR,PR,42.3978733333,-71.2578341667
WAYNE DELP,AIRPORT,WEST COXSACKIE,GREENE,NY,AEA,16401.7*A,N,PR,PR,42.3995275000,-73.8662377778
TOMAHAWK HILLS,AIRPORT,MERIDALE,DELAWARE,NY,AEA,15668.*A,N,PR,PR,42.3998030556,-74.9062702778
DUBUQUE RGNL,AIRPORT,DUBUQUE,DUBUQUE,IA,ACE,05957.*A,Y,PU,PU,42.4020000000,-90.7094722222
DACY,AIRPORT,HARVARD,MC HENRY,IL,AGL,04727.*A,N,PU,PR,42.4024722222,-88.6323888889
SIOUX GATEWAY/COL. BUD DAY FIELD,AIRPORT,SIOUX CITY,WOODBURY,IA,ACE,06341.*A,Y,PU,PU,42.4026111111,-96.3843611111
GALT FIELD,AIRPORT,GREENWOOD/WONDER LAKE,MC HENRY,IL,AGL,04715.*A,N,PU,PR,42.4028888889,-88.3751111111
ARROW,HELIPORT,FOX LAKE,LAKE,IL,AGL,04654.42*H,N,PR,PR,42.4033538889,-88.1875855556
ALLEN'S AIRSTRIP,AIRPORT,BLY,KLAMATH,OR,ANM,19373.*A,N,PR,PR,42.4045950000,-121.0488766667
EAGLE RIDGE,AIRPORT,BURDETT,SCHUYLER,NY,AEA,14960.1*A,N,PR,PR,42.4056283333,-76.8205113889
FOUR SEASONS,AIRPORT,READING,SCHUYLER,NY,AEA,16005.*A,N,PR,PR,42.4061775000,-77.9608361111
RUNNER LANDING AREA,AIRPORT,ASHBY,CHERRY,NE,ACE,12612.02*A,N,PR,PR,42.4072102778,-101.9315638889
LAKEVIEW SHOCK INCARCERATION CENTER,HELIPORT,BROCTON,CHAUTAUQUA,NY,AEA,14936.6*H,N,PR,PU,42.4072797222,-79.4406013889
TWIN GARDENS,AIRPORT,HARVARD,MC HENRY,IL,AGL,04727.13*A,N,PR,PR,42.4083519444,-88.6528772222
COLEMAN A. YOUNG MUNI,AIRPORT,DETROIT,WAYNE,MI,AGL,09725.*A,Y,PU,PU,42.4091944444,-83.0098611111
HELLER,AIRPORT,GALENA,JO DAVIESS,IL,AGL,04664.12*A,N,PR,PR,42.4119522222,-90.4001277778
TROWBRIDGE FARMS,AIRPORT,SOUTH HAVEN,VAN BUREN,MI,AGL,10343.1*A,N,PR,PR,42.4119761111,-86.1708616667
VISTA SURGERY CENTER,HELIPORT,LINDENHURST,LAKE,IL,AGL,04822.6*H,N,PR,PR,42.4128888889,-88.0568888889
MARY'S LANDING,AIRPORT,CAPRON,BOONE,IL,AGL,04467.3*A,N,PR,PR,42.4130555556,-88.7333333333
MC CARTNEY,AIRPORT,DURAND,WINNEBAGO,IL,AGL,04594.01*A,N,PR,PR,42.4139038889,-89.3292800000
GOLD BEACH MUNI,AIRPORT,GOLD BEACH,CURRY,OR,ANM,19453.*A,N,PU,PU,42.4152976944,-124.4249223333
HILLMAN,AIRPORT,ROCK CITY,STEPHENSON,IL,AGL,04971.52*A,N,PR,PR,42.4158483333,-89.4528927778
FOX LAKE,SEAPLANE BASE,FOX LAKE,LAKE,IL,AGL,04654.4*C,N,PR,PR,42.4164091667,-88.1553625000
FLYERS,AIRPORT,WATERLOO,BLACK HAWK,IA,ACE,06403.*A,N,PR,PR,42.4166555556,-92.2501833333
GREENVILLE-RAINBOW,AIRPORT,GREENVILLE,GREENE,NY,AEA,15349.*A,N,PU,PR,42.4167483333,-74.0162433333
GRACE HOSPITAL,HELIPORT,DETROIT,WAYNE,MI,AGL,09725.08*H,N,PR,PR,42.4178141667,-83.1829822222
RED SHED FIELD,AIRPORT,LENA,STEPHENSON,IL,AGL,04810.62*A,N,PR,PR,42.4180680556,-89.8226205556
COMPAQ PARKER STREET,HELIPORT,MAYNARD,MIDDLESEX,MA,ANE,09068.02*H,N,PR,PR,42.4184269444,-71.4472844444
LORING HOSPITAL,HELIPORT,SAC CITY,SAC,IA,ACE,06304.01*H,N,PR,PR,42.4194444444,-94.9791666667
HORIZON HILL,HELIPORT,LINCOLN,MIDDLESEX,MA,ANE,09025.*H,N,PR,PR,42.4200000000,-71.3094444444
MUNCH,HELIPORT,CHEMUNG,BOONE,IL,AGL,04499.95*H,N,PR,PR,42.4219625000,-88.7306572222
WAUKEGAN RGNL,AIRPORT,CHICAGO/WAUKEGAN,LAKE,IL,AGL,04503.*A,Y,PU,PU,42.4221600000,-87.8679069444
BRIGGS BROTHERS AIRFIELD,AIRPORT,GALENA,JO DAVIESS,IL,AGL,04664.11*A,N,PR,PR,42.4236180556,-90.5042947222
DOWNEY/HYDE MEMORIAL/,AIRPORT,DOWNEY,BANNOCK,ID,ANM,04183.*A,N,PU,PU,42.4242222222,-112.1095555556
B/G,HELIPORT,GILBOA/GRAND GORGE,SCHOHARIE,NY,AEA,15302.*H,N,PR,PU,42.4248016667,-74.4509800000
GORILLA,HELIPORT,ONONDAGA,INGHAM,MI,AGL,10180.01*H,N,PU,PR,42.4250000000,-84.5780277778
CHESTER WYSS,AIRPORT,ROCK CITY,STEPHENSON,IL,AGL,04971.5*A,N,PR,PR,42.4250147222,-89.4501152778
CACKLEBERRY,AIRPORT,DEXTER,WASHTENAW,MI,AGL,09754.6*A,N,PU,PR,42.4250347222,-83.8693888889
CULVER AIRFIELD,AIRPORT,MECKLENBURG,SCHUYLER,NY,AEA,15659.*A,N,PR,PR,42.4250725000,-76.7149502778
STERLING,AIRPORT,STERLING,WORCESTER,MA,ANE,09315.*A,N,PU,PR,42.4259166667,-71.7928611111
MERCY HARVARD HOSPITAL,HELIPORT,HARVARD,MC HENRY,IL,AGL,04727.2*H,N,PR,PR,42.4264075000,-88.6078766667
PITTSFIELD MUNI,AIRPORT,PITTSFIELD,BERKSHIRE,MA,ANE,09203.*A,N,PU,PU,42.4268333333,-73.2929166667
CLINTON HOSPITAL,HELIPORT,CLINTON,WORCESTER,MA,ANE,08825.*H,N,PR,PR,42.4278694444,-71.6928444444
COMPAQ POWDERMILL ROAD,HELIPORT,MAYNARD,MIDDLESEX,MA,ANE,09068.01*H,N,PR,PR,42.4278711111,-71.4575627778
RENT-A-TOOL,HELIPORT,REVERE,SUFFOLK,MA,ANE,09225.*H,N,PR,PR,42.4278744444,-70.9844941667
CROMAN,HELIPORT,WHITE CITY,JACKSON,OR,ANM,19636.71*H,N,PR,PR,42.4291666667,-122.8755555556
S J M LANDING,HELIPORT,WASHINGTONVILLE,ORANGE,NY,AEA,16357.*H,N,PR,PR,42.4298119444,-72.2167480556
ERICKSON AIR-CRANE ADMIN OFFICES,HELIPORT,CENTRAL POINT,JACKSON,OR,ANM,19390.*H,N,PR,PR,42.4299722222,-122.9048888889
ERICKSON AIR-CRANE WHETSTONE,HELIPORT,CENTRAL POINT,JACKSON,OR,ANM,19390.01*H,N,PR,PR,42.4299722222,-122.9048888889
DURAND AMBULANCE SERVICE,HELIPORT,DURAND,WINNEBAGO,IL,AGL,04594.02*H,N,PR,PR,42.4305555556,-89.3286111111
RAYTHEON,HELIPORT,LEXINGTON,MIDDLESEX,MA,ANE,09023.1*H,N,PR,PR,42.4306508333,-71.2525563889
COMPAQ STOW,HELIPORT,STOW,MIDDLESEX,MA,ANE,09316.01*H,N,PR,PR,42.4309261111,-71.5417316667
LAUREL MUNI,AIRPORT,LAUREL,CEDAR,NE,ACE,12787.5*A,N,PR,PR,42.4316669444,-97.0794922222
MASON,AIRPORT,MURTAUGH,TWIN FALLS,ID,ANM,04273.04*A,N,PR,PR,42.4322222222,-114.1663888889
SD AERO,AIRPORT,CAPRON,BOONE,IL,AGL,04467.4*A,N,PR,PR,42.4327777778,-88.7172222222
FLYING T RANCH,AIRPORT,SPRAGUE RIVER,KLAMATH,OR,ANM,19607.39*A,N,PR,PR,42.4348688889,-121.3497216667
BARRE-BASSETT,HELIPORT,BARRE,WORCESTER,MA,ANE,08745.01*H,N,PR,PR,42.4359230556,-72.0967450000
LOUCKS,AIRPORT,HAMMONDSPORT,STEUBEN,NY,AEA,15365.*A,N,PR,PR,42.4361805556,-77.1321916667
WEBSTER CITY MUNI,AIRPORT,WEBSTER CITY,HAMILTON,IA,ACE,06413.*A,N,PU,PU,42.4365000000,-93.8690555556
SIDS,AIRPORT,MAYNARD,MIDDLESEX,MA,ANE,09068.*A,N,PR,PR,42.4384263889,-71.4661741667
BURRILL,AIRPORT,MEDFORD,JACKSON,OR,ANM,19513.12*A,N,PR,PR,42.4387363889,-122.8636522222
JANTZER,HELIPORT,GRANTS PASS,JOSEPHINE,OR,ANM,19456.35*H,N,PR,PR,42.4401166667,-123.2800555556
ZAYTI  FIELD,HELIPORT,NOVI,OAKLAND,MI,AGL,10166.55*H,N,PR,PR,42.4402222222,-83.5158611111
BINGHAM,AIRPORT,ALDEN,MC HENRY,IL,AGL,04365.7*A,N,PR,PR,42.4402966667,-88.4889852778
RICHMOND FIELD,AIRPORT,GREGORY,LIVINGSTON,MI,AGL,09866.*A,N,PU,PR,42.4417016667,-84.0666186111
KAAN,AIRPORT,HARRISON,SIOUX,NE,ACE,12751.42*A,N,PR,PR,42.4424636111,-103.9163269444
SUE ROCK INTL,AIRPORT,ROCK CITY,STEPHENSON,IL,AGL,04971.51*A,N,PR,PR,42.4425138889,-89.4992827778
ELLIS,AIRPORT,DAVIS,STEPHENSON,IL,AGL,04562.8*A,N,PR,PR,42.4425138889,-89.4501155556
MC CURDY STRIP,AIRPORT,ROCKTON/BELVIDERE,BOONE,IL,AGL,04975.75*A,N,PR,PR,42.4458502778,-88.9001058333
PILLOW HILL,AIRPORT,SPRING GROVE,MC HENRY,IL,AGL,05008.3*A,N,PR,PR,42.4472416667,-88.2014761111
GRUND FIELD,AIRPORT,ITHACA,TOMPKINS,NY,AEA,15488.2*A,N,PR,PR,42.4472947222,-76.5968894444
NENO INTL,AIRPORT,ITHACA,TOMPKINS,NY,AEA,15487.*A,N,PR,PR,42.4486836111,-76.6168902778
MIDWEST MEDICAL CENTER,HELIPORT,GALENA,JO DAVIESS,IL,AGL,04664.14*H,N,PR,PR,42.4497222222,-90.4569444444
SPRING LAKE,AIRPORT,GORDON,SHERIDAN,NE,ACE,12739.1*A,N,PR,PR,42.4499902778,-102.1337950000
GUARDIAN INDUSTRIES,HELIPORT,NOVI,OAKLAND,MI,AGL,10166.51*H,N,PR,PR,42.4500347222,-83.4699352778
NEW ENGLAND MEMORIAL HOSPITAL,HELIPORT,STONEHAM,MIDDLESEX,MA,ANE,09315.7*H,N,PR,PR,42.4514847222,-71.0869969444
SCHUYLER,AIRPORT,WATKINS GLEN,SCHUYLER,NY,AEA,16370.2*A,N,PR,PR,42.4520163889,-76.9116272222
GEAR PLANT,HELIPORT,LYNN,ESSEX,MA,ANE,09040.*H,N,PR,PR,42.4523186111,-70.9656050000
MARTIN FIELD,AIRPORT,SO SIOUX CITY,DAKOTA,NE,ACE,12928.5*A,N,PU,PR,42.4541611111,-96.4725311111
ADVANCE MATERIALS CORP,HELIPORT,PITTSFIELD,BERKSHIRE,MA,ANE,09203.1*H,N,PR,PR,42.4553625000,-73.2023258333
COMPASS ROSE,AIRPORT,ROCKTON,BOONE,IL,AGL,04975.71*A,N,PR,PR,42.4555722222,-88.9028838889
INDEPENDENCE MUNI,AIRPORT,INDEPENDENCE,BUCHANAN,IA,ACE,06068.1*A,N,PU,PU,42.4568783333,-91.9476644444
KOCH,AIRPORT,SHIRLAND,WINNEBAGO,IL,AGL,04999.45*A,N,PR,PR,42.4583333333,-89.1950000000
HCPH,HELIPORT,WEBSTER CITY,HAMILTON,IA,ACE,06413.1*H,N,PR,PU,42.4588627778,-93.8238322222
TV2,HELIPORT,SOUTHFIELD,OAKLAND,MI,AGL,10342.51*H,N,PR,PR,42.4605911111,-83.2172222222
MINUTE MAN AIR FIELD,AIRPORT,STOW,MIDDLESEX,MA,ANE,09316.*A,N,PU,PR,42.4606388889,-71.5177777778
CMC AT WEST NINTH,HELIPORT,WATERLOO,BLACK HAWK,IA,ACE,06402.02*H,N,PR,PR,42.4610000000,-92.3448333333
LEE CREEK,AIRPORT,CALEDONIA,BOONE,IL,AGL,04459.9*A,N,PR,PR,42.4625000000,-88.8750000000
RE-DUN FIELD,AIRPORT,READING CENTER,SCHUYLER,NY,AEA,16005.3*A,N,PR,PR,42.4625000000,-76.9658333333
OAKRIDGE RANCH,AIRPORT,EAGLE POINT,JACKSON,OR,ANM,19426.13*A,N,PR,PR,42.4632111111,-122.7339722222
RICHARDSON FIELD,AIRPORT,SPRING GROVE,MC HENRY,IL,AGL,05008.31*A,N,PR,PR,42.4644636111,-88.2342555556
DONALD ALFRED GADE,AIRPORT,ANTIOCH,LAKE,IL,AGL,04377.11*A,N,PR,PR,42.4652975000,-88.0403591667
FOSTER FIELD,AIRPORT,APPLE RIVER,JO DAVIESS,IL,AGL,04379.01*A,N,PU,PR,42.4664444444,-90.1693888889
CHICORA FIELD,AIRPORT,ALLEGAN,ALLEGAN,MI,AGL,09509.01*A,N,PR,PR,42.4669444444,-85.9791666667
PLAINWELL MUNI,AIRPORT,PLAINWELL,ALLEGAN,MI,AGL,10226.*A,N,PU,PU,42.4677931389,-85.6480460833
PINE HILL,AIRPORT,CAPRON,BOONE,IL,AGL,04467.*A,N,PR,PR,42.4680725000,-88.7431586111
THE O'NEILL MUNI-JOHN L BAKER FIELD,AIRPORT,O'NEILL,HOLT,NE,ACE,12856.*A,N,PU,PU,42.4694819167,-98.6873323889
LAURENCE G HANSCOM FLD,AIRPORT,BEDFORD,MIDDLESEX,MA,ANE,08750.*A,Y,PU,PU,42.4699444444,-71.2890000000
IOWA FALLS MUNI,AIRPORT,IOWA FALLS,HARDIN,IA,ACE,06074.*A,N,PU,PU,42.4707863889,-93.2699536111
WALLE FIELD,AIRPORT,PULLMAN,ALLEGAN,MI,AGL,10236.*A,N,PU,PR,42.4708636111,-86.1272519444
CREIGHTON MUNI,AIRPORT,CREIGHTON,KNOX,NE,ACE,12693.*A,N,PU,PU,42.4712777778,-97.8847500000
WITCOMBE FIELD,AIRPORT,CEDAR FALLS,BLACK HAWK,IA,ACE,05881.2*A,N,PR,PR,42.4719288889,-92.4951897222
ACME,HELIPORT,CENTERLINE,MACOMB,MI,AGL,09640.*H,N,PR,PR,42.4719805556,-83.0110305556
HERBERT C. MAAS,AIRPORT,ZION,LAKE,IL,AGL,05075.*A,N,PR,PR,42.4722425000,-87.9084094444
LONG HILL ORCHARD,HELIPORT,WEST NEWBURY,ESSEX,MA,ANE,09398.5*H,N,PR,PR,42.4734291667,-70.9789388889
BENDIX,HELIPORT,SOUTHFIELD,OAKLAND,MI,AGL,10342.5*H,N,PR,PR,42.4805908333,-83.2477072222
BAY BANK II,HELIPORT,BURLINGTON,MIDDLESEX,MA,ANE,08789.6*H,N,PR,PR,42.4812058333,-71.2095000000
BAYBANK,HELIPORT,BURLINGTON,MIDDLESEX,MA,ANE,08789.5*H,N,PR,PR,42.4812058333,-71.2075555556
TGP-254,HELIPORT,NASSAU,COLUMBIA,NY,AEA,15744.*H,N,PR,PR,42.4814705556,-73.5628916667
JOSLIN FIELD - MAGIC VALLEY RGNL,AIRPORT,TWIN FALLS,TWIN FALLS,ID,ANM,04344.1*A,Y,PU,PU,42.4818055556,-114.4877500000
ALSTAR NORTH,HELIPORT,DUNKIRK,CHAUTAUQUA,NY,AEA,15157.01*H,N,PR,PR,42.4827777778,-79.3291666667
LAWTON,AIRPORT,LAWTON,WOODBURY,IA,ACE,06099.5*A,N,PR,PR,42.4833258333,-96.2003013889
H & H AVIATION SERVICE INC.,HELIPORT,FORESTVILLE,CHAUTAUQUA,NY,AEA,15250.5*H,N,PR,PR,42.4833930556,-79.0775377778
KIRKPATRICK,AIRPORT,HARVARD,MC HENRY,IL,AGL,04727.14*A,N,PR,PR,42.4847397222,-88.6001005556
LAHEY CLINIC,HELIPORT,BURLINGTON,MIDDLESEX,MA,ANE,08789.51*H,N,PR,PR,42.4847638889,-71.2016250000
HOST HOTEL,HELIPORT,BOXBOROUGH,MIDDLESEX,MA,ANE,08786.*H,N,PR,PR,42.4848144444,-71.5439541667
SUTTON ON ROGUE,AIRPORT,WHITE CITY,JACKSON,OR,ANM,19636.7*A,N,PR,PR,42.4848469444,-122.8661533333
BLACKHAWK FARMS RACEWAY LLC,AIRPORT,ROCKTON,WINNEBAGO,IL,AGL,04975.74*A,N,PR,PR,42.4872366667,-89.1078886111
HELIFLITE,HELIPORT,SOUTH LYON,OAKLAND,MI,AGL,10343.52*H,N,PR,PR,42.4872558333,-83.6518838889
MOUNTAIN TOP,AIRPORT,DAVENPORT,DELAWARE,NY,AEA,15126.5*A,N,PR,PR,42.4872997222,-74.7801541667
WILDHORSE VALLEY,AIRPORT,ANDREWS,HARNEY,OR,ANM,19347.2*A,N,PR,PR,42.4879416667,-118.6083555556
